N fonctionnalité;THEME;Date Fait;Demande 1;Demande 2;Demande 3;Demande 4;Résultat 1;Résultat 2;Résultat 3;Résultat 4;Paramètre Modifié;Ecran/Impression;Type;Ticket;Version
11031;STOCK;19/08/2009;Ecran choix article : éditer la liste selon critères;;;;Ok;;;;;;Modification;;2009
11019;COLLECTIF;12/08/2009;Possibilité exporter édition - liste - facturation - pour un mois;;;;A la fin de l'édition;;;;;;Modification;;2009
11022;COLLECTIF;12/08/2009;Prendre en compte les révisions négatives (diminution);;;;Ok;;;;;;Modification;;2009
11023;COLLECTIF;12/08/2009;Nouvel imprime facture immcham3 pour descendre adresse;;;;Ok;;;;;;Modification;;2009
11021;COLLECTIF;12/08/2009;Ajouter indice bt50;;;;Ok;;;;;;Modification;;2009
11018;STOCK;12/08/2009;Deplacer la colonne casier dans la recherche article;;;;Ok;;;;;;Modification;;2009
10989;COMPTABILITE;10/08/2009;Edition remise bancaire: vérifier classement ordre de saisie;;;;Ok;;;;;;Modification;;2009
11020;COLLECTIF;10/08/2009;Ajouter dans édition contrat exploitation code et nom collectif;;;;Ok;;;;;;Modification;;2009
11015;COMPTABILITE;24/07/2009;Lien comptable. compte=411+1ère lettre du nom;Mettre nom client sur toutes les lignes;;;Ok;;;;;;Modification;;2009
11012;FACTURE;23/07/2009;Bon collectif pour un payeur et une période;;;;Ok;;;;;;Modification;;2009
11014;FACTURE;23/07/2009;Edition facture : supprimer pied de page. conserver penalite escompte (sa-lfac1);Edition devis : supprimer pied de page . conserver 2 premières ligne observation devis paramètres(dev1avig);;;Etat fac1smc fac2smc dev1smc dev2smc;;;;;;Modification;;2009
11010;INDICATEUR;21/07/2009;Export renouvellement ve_comptable  collectif avec distinction public et prive;;;;Ok;;;;;;Modification;;2009
11011;COLLECTIF;21/07/2009;Ajouter des delais d'intervention dans les fiches collectif;;;;Ok;;;;;;Modification;;2009
11013;COMPTABILITE;21/07/2009;Ajouter cle de denotage pour les remises bancaires;;;;Paramètres - comptabilité - onglet règlement;Cocher cle de denotage;;;O;;Modification;;2009
11008;MOULINETTE;21/07/2009;Enlever les espaces dans batiment escalier porte étage;;;;Nettoyer_batiment;;;;;;Modification;;2009
11009;INDICATEUR;20/07/2009;Indicateur : critère agence possible;;;;Ok;;;;;;Modification;;2009
10611;STOCK;13/07/2009;Rupture se stock doivent tenir compte des devis acceptes;;;;Ok;;;;;;Modification;;2007
11003;COLLECTIF;10/07/2009;Detail operation des gammes par collectif et par gamme;;;;Ok;;;;;;Modification;;2009
11004;COLLECTIF;10/07/2009;Ajouter le montant brut et taux de remise pour les suppléments collectif;;;;Ok;;;;;;Modification;;2009
11005;INTERVENTION;10/07/2009;Possibilité de ne pas éditer les BI des techniciens pocket;;;;Ok;;;;;;Modification;;2009
11006;INTERVENTION;10/07/2009;Pour les sms prendre les téléphones 06 et 07;;;;Ok;;;;;;Modification;;2009
10998;COLLECTIF;08/07/2009;Bon collectif: possibilité d'éditer les sous totaux par collectif (HT, TVA et TTC) lors du regroupement en;Facture collectif;;;Ok;;;;;;Modification;;2009
11000;COLLECTIF;08/07/2009;Nouvel indice Ichtime;;;;Ok;;;;;;Modification;;2009
11002;FACTURE;08/07/2009;En page de garde devis éditer le taux de TVA selon le choix;;;;Ok;;;;;;Modification;;2009
11001;CLIENT;07/07/2009;Sectoriser seulement avec code postal et ville sans rue;;;;Ok;;;;;;Modification;;2009
10992;PERSONNEL;02/07/2009;Possibilité de primes commerciales pour les préparateurs devis;;;;Paramètres généraux - onglet facture - onglet divers6;Cocher prime pour preparateur devis;;;O;;Modification;;2009
10994;STOCK;02/07/2009;Possibilité de changer un code Fournisseur;;;;Menu stock - Fournisseur;;;;;;Modification;;2009
10997;CONTRAT;02/07/2009;Edition point de fidélité dans texte échéance;;;;Ok;;;;;;Modification;;2009
10993;CONTRAT;01/07/2009;Ajouter une variable texte <<date signature>>;;;;Ok;;;;;;Modification;;2009
10991;STOCK;28/06/2009;Possibilité de supprimer les Fournisseurs d'un article;;;;Menu article - barre outils - outils;;;;;;Modification;;2009
10985;INTERVENTION;13/06/2009;Critères de recherche pour des interventions déjà existantes; individuel/collectif, agences;;;Ok;;;;;;Modification;;2009
10986;PLANNING;13/06/2009;Possibilité de sélectionner et d'afficher un technicien;;;;Ok;;;;;;Modification;;2009
10987;PLANNING;13/06/2009;Afficher les totaux matin / am / journée pour une agence;;;;Ok;;;;;;Modification;;2009
10977;CLIENT;07/06/2009;Ajouter 2 digicodes sur 8 caractères;;;;Les digicodes sont dans l'onglet notes accessbilité;;;;;;Modification;;2009
10982;PLANNING;03/06/2009;Manque stipulation du changement date (client ou société);;;;Ok;;;;;;Modification;;2009
10983;STOCK;03/06/2009;Suppression articles NON mouvementé. tenir compte des devis en cours;;;;Ok;;;;;;Modification;;2009
10984;COMPTABILITE;03/06/2009;Ajouter dans libellé écriture le n° devis si existant dans le cas d'une facture convertie;;;;Paramètre comptabilité - onglet libellé;Attention a la longueur maximum du champ libellé du logiciel de comptabilité;;;O;;Modification;;2009
10976;STOCK;02/06/2009;Ajouter dans l'affichage des stocks le casier avec possibilité de classement;;;;Ok;;;;;;Modification;;2009
10978;FACTURE;19/05/2009;Descendre adresse dans édition pour enveloppe;;;;Ok;;;;;;Modification;;2009
10972;COLLECTIF;01/05/2009;Rapport chantier : ajouter sélection sur code Tiers;;;;Ok;;;;;;Modification;;2009
10973;FACTURE;01/05/2009;Cacher le chiffre d'affaires selon utilisateur;;;;Paramètres autorisation - onglet facture;CA annuel interdit - totaux dans liste édition ne sont plus visibles;;;O;;Modification;;2009
10958;FACTURE;30/04/2009;Lors d'une conversion devis en facture avec une intervention saisir les heures d'arrivée et de départ;;;;Ok;;;;;;Modification;;2009
10970;CLIENT;29/04/2009;Ajouter pays dans fiche client pour test code postal;;;;Paramètre généraux - onglet divers - onglet page 1;Cocher pays pour client;;;O;;Modification;;2009
10969;FACTURE;28/04/2009;Dans édition facture et bon comptoir éditer exoneration de TVA si montant TVA à zéro;;;;Ok;;;;;;Modification;;2009
10962;PLANNING;24/04/2009;Possibilité de saisir la durée prévue d'intervention;;;;Paramètres généraux - onglet BI - onglet saisie;Cocher modifier durée en saisie planning hebdo;;;O;;Modification;;2009
10966;DIVERS;23/04/2009;Possibilité d'éditer, consulter ou supprimer les téléphones n'etant pas attribues a un client, installateur;Ou Fournisseur;;;Menu client - sous menu  divers - sous menu contrôle - bouton problème téléphone;;;;;;Modification;;2009
10967;COLLECTIF;23/04/2009;Correction bug. en cas de suppression locataires les téléphones n'etaient pas supprimes;;;;Ok;;;;;;Modification;;2009
10960;FICHIERS GENERAUX;22/04/2009;Ajouter logo type contrat securite et totale;;;;Fichiers généraux - onglet type - onglet contrat - bouton gérer;;;;;;Modification;;2009
10961;FACTURE;22/04/2009;Saisie super rapide retour : possibilité de modifier la date intervention;;;;Paramètres généraux - onglet facture - onglet divers 1;Cocher case modifier date retour super rapide;;;O;;Modification;;2009
10963;PLANNING;22/04/2009;Planning hebdo : en test charge de travail technicien ne pas mettre le bouton ok par défaut;;;;Ok;;;;;;Modification;;2009
10964;COLLECTIF;22/04/2009;En cas de changement de code collectif tenir compte du changement code marché;;;;Ok;;;;;;Modification;;2009
10956;FACTURE;20/04/2009;Création de facture sans TVA;;;;Paramètres généraux - onglet facture - cocher TVA à zéro;Dans la facture onglet corps - cocher TVA à zéro et supprimer montant TVA;;;O;;Modification;;2009
10957;CONTRAT;20/04/2009;Autoriser OUI ou NON la suppression de rib;;;;Paramètres autorisation - gestion - onglet prélèvement;;;;O;;Modification;;2009
10953;STOCK;10/04/2009;Ajouter le code technicien dans corps commande;;;;Ok;;;;;;Modification;;2009
10954;STOCK;10/04/2009;Référence multiple Fournisseur : référence par défaut;;;;Ok;;;;;;Modification;;2009
10955;CONTRAT;09/04/2009;Pour facture petit collectif alerter sur la dernière facture faite;;;;Ok;;;;;;Modification;;2009
10911;COLLECTIF;09/04/2009;Edition et extraction du parc collectif;;;;Menu les collectifs - collectif - bouton comptage;;;;;;Modification;;2009
10910;APPAREIL;08/04/2009;Edition et extraction du parc appareil;;;;Menu les clients - appareils - bouton comptage;;;;;;Modification;;2009
10947;APPAREIL;06/04/2009;Agrandir la zone n° série dans liste mes;;;;Ok;;;;;;Modification;;2009
10952;CLIENT;03/04/2009;Possibilité d'affectation de type règlement selon type clientele;;;;Ok;;;;;;Modification;;2009
10950;PLANNING AUTO;03/04/2009;Tester les absences technicien en saisie manuelle;;;;Problème NON reconnu;;;;;;Modification;;2009
10945;INTERVENTION;27/03/2009;Pouvoir éditer avis de passage  à partir de la fiche intervention;;;;Bouton AVP dans la fiche intervention utilisable en visualisation et pour le code intervention entretien.;;;;;;Modification;;2009
10946;COLLECTIF;27/03/2009;En rapport de chantier extraire les références et designations pièce;;;;Ok;;;;;;Modification;;2009
10909;CLIENT;27/03/2009;Possibilité de recuperer les coordonnées gps de plusieurs clients selon critères;;;;Client - bouton gps (accessible pour administrateur);;;;;;Modification;;2009
10918;COLLECTIF;27/03/2009;Ajout pour les formules de révision de l'indice Ebi;;;;Ok;;;;;;Modification;;2009
10942;COMPTABILITE;23/03/2009;Le répertoire de sauvegarde du précédent lien comptable est dans le répertoire \oxypp\compta;;;;Ok;;;;;;Modification;;2009
10943;APPAREIL;23/03/2009;Editer la liste des remplacements appareil par marque;;;;Dans les appareils faire une requete sur date remplacement;;;;;;Modification;;2009
10944;FACTURE;23/03/2009;Dans lettre accompagnement devis éditer la date du devis;;;;Ok;;;;;;Modification;;2009
10939;INTERVENTION;21/03/2009;Nouveaux modeles CRJ;;;;Modele Eurotec et Eurocom;;;;;;Modification;;2009
10940;STOCK;20/03/2009;Dans les commandes prendre le prix achat du Fournisseur;;;;Ok;;;;;;Modification;;2009
10941;FACTURE;20/03/2009;Ne pas éditer le taux de remise globale sur facture ou devis;;;;Paramètres édition - onglet facture - cocher édition taux de remise;;;;O;;Modification;;2009
10933;FACTURE;19/03/2009;Ajouter tél payeur sur liste impay2;;;;Ok;;;;;;Modification;;2009
10938;INTERVENTION;18/03/2009;Ajouter dans la fiche intervention le code défaut appareil;;;;Ok;;;;;;Modification;;2009
10931;PLANNING;13/03/2009;Possibilité création intervention à partir du détail intervention technicien;;;;Ok;;;;;;Modification;;2009
10935;PARAMETRES;13/03/2009;Les noms des répertoires d'extraction des données sont sur 250 caractères maximum;;;;Ok;;;;;;Modification;;2009
10936;TIERS;13/03/2009;Le code de la fiche Tiers est deplace dans l'onglet divers;;;;Ok;;;;;;Modification;;2009
10929;PARAMETRES;13/03/2009;Paramètres d'autorisation pour mettre une facture en attente;;;;Paramètres - autorisation - onglet facture;;;;O;;Modification;;2009
10937;FACTURE;13/03/2009;La mise en attente des factures-devis-avoir est soumis a autorisation (sauf administrateur);;;;Paramètres - autorisation - onglet facture;;;;O;;Modification;;2009
10892;PLANNING;13/03/2009;Possbilite de saisir le type d'intervention dans le planning hebdo;;;;Ok;;;;;;Modification;;2009
10894;PLANNING;13/03/2009;Possibilité de voir les disponibilités de charge de travail d'une journée ou d'un technicien;;;;Bouton << voir les disponibilités technicien>>;;;;;;Modification;;2009
10930;PERSONNEL;12/03/2009;Ajouter competences application appareil;;;;Ok;;;;;;Modification;;2009
10932;CLIENT;12/03/2009;Ajouter type installation dans alerte ve;;;;Ok;;;;;;Modification;;2009
10934;INDICATEUR;12/03/2009;Rajouter dans les productions heures le nombre d'interventions NON retournées;;;;Ok;;;;;;Modification;;2009
10915;STOCK;12/03/2009;Récapitulatif entrées-sorties en valeur ou en quantité, détail ou cumul;;;;Ok;;;;;;Modification;;2009
10906;INTERVENTION;10/03/2009;Sms entretien avec texte libre variable (prochain entretien, période, horaire et tél agence client);;;;Ok;;;;;;Modification;;2009
10922;STOCK;10/03/2009;Ajouter case à cocher travaux;;;;Ok;;;;;;Modification;;2009
10916;TIERS;10/03/2009;Ajout d'un code libre dans la fiche Tiers;;;;Ok;;;;;;Modification;;2009
10926;FACTURE;06/03/2009;Liste des devis avec ou sans intervention;Ajout de critère de date programmation et technicien;;;Menu facture-devis-avoir;Barre outils - édition - devis intervention;;;;;Modification;;2009
10927;APPAREIL;06/03/2009;Extraction des requetes appareils détail ou cumul;;;;Menu client - appareil ;Bouton imprimer;;;;;Modification;;2009
10928;FACTURE;06/03/2009;Liste des facture - devis - avoir ......;Possibilité de tout éditer en cochant les différents choix;Attention pas de possibilité d'éditer les factures avec les règlements;;Menu facture - devis -avoir;Barre outils - édition - liste;;;;;Modification;;2009
10914;FICHIERS GENERAUX;06/03/2009;Outils de conversion des clients divers;;;;Fichiers généraux - onglets divers 1;;;;;;Modification;;2009
10905;APPAREIL;05/03/2009;Editer la fiche entretien pac avec BI;;;;Ok;;;;;;Modification;;2009
10921;FICHIERS GENERAUX;05/03/2009;Les outils de conversion ne sont accessibles que par l'administrateur;;;;Ok;;;;;;Modification;;2009
10917;COLLECTIF;05/03/2009;Extraction halpades dans liaison;;;;Ok;;;;;;Modification;;2009
10924;INTERVENTION;04/03/2009;Ajout d'un emplacement nbre heures dans crj08;;;;Ok;;;;;;Modification;;2009
10925;TIERS;04/03/2009;Possibilité d'éditer la liste des Tiers etant gerants affectes a des clients et collectifs;;;;Ok;;;;;;Modification;;2009
10919;STOCK;27/02/2009;Outils pour transformer des références stock en tarif prestations;;;;Menu stock - article - barre outils - outils;;;;;;Modification;;2009
10920;STOCK;27/02/2009;Possibilité d'interdire l'integration complete d'un catalogue pièces;;;;Paramètres autorisation onglet stock;;;;O;;Modification;;2009
10913;STOCK;27/02/2009;Outilspour rendre des références inactives avec critères de date, marque, designation;;;;Menu stock - article - barre outils;;;;;;Modification;;2009
10912;FICHIERS GENERAUX;26/02/2009;Dans les créations type rue ou civilite ne pas ecraser l'existant;;;;Ok;;;;;;Modification;;2009
10893;APPAREIL;18/02/2009;Nouvelles mesures pac;;;;Ok;;;;;;Modification;;2009
10896;APPAREIL;17/02/2009;Attribution du code nomenclature intermediaire manuel et automatique selon les critères;Marque, genre, énergie;;;Ok;;;;;;Modification;;2009
10897;APPAREIL;17/02/2009;Ajouter code nomenclature intermediaire dans la fiche appareil;;;;Ok;;;;;;Modification;;2009
10898;APPAREIL;17/02/2009;Editer la liste des appareils sans code nomenclature intermediaire;;;;Ok;;;;;;Modification;;2009
10900;PRELEVEMENT;17/02/2009;Ne pas mettre dans rib accord à NON si échéancier restant ou NON arrête;;;;Ok;;;;;;Modification;;2009
10901;PRELEVEMENT;17/02/2009;Suppression du rib soumis a autorisation et test si échéancier restant;;;;Ok;;;;;;Modification;;2009
10902;PRELEVEMENT;17/02/2009;Pas de création de facture contrat avec règlement prélèvement si échéancier inexistant;;;;Ok;;;;;;Modification;;2009
10903;INDICATEUR;17/02/2009;Renouvellement VE comptable. ajouter extraction automatique pour cumule sans produit financier sur;Fin de mois n-1;;;Nom utilisateur a saisir dans paramètres généraux - onglet automatisme 1;;;;O;;Modification;;2009
10907;PLANNING AUTO;16/02/2009;Classer a l'écran comme édition. afficher les dates NON completes;Ne pas afficher les clients NON prgrammables;;;Ajout de bouton de classement et répartition de la programmation.;Pour la construction ajout d'un critère dans onglet autre afin de ne pas prendre les NON programmables.;Ce dernier critère peut-etre fixe dans les paramètres généraux onglet contrat général;;;;Modification;;2009
10895;CLIENT;13/02/2009;Repartition des clients par code insée;;;;Fichiers - codes postaux - bouton repartion client;Si le code postal ou ville sont incorrects, le n° insée sera remplace par le code postal et ville;;;;;Modification;;2009
10908;CONTRAT;13/02/2009;Liste contrats signes. ajouter  tarif contrat;;;;Ok;;;;;;Modification;;2009
10904;APPAREIL;12/02/2009;Edition fiche MES Pac avec BI (selon type intervention);;;;Ok;;;;;;Modification;;2009
10891;STOCK;01/02/2009;Editer le pa net sur le récapitulatif entrées-sorties;;;;Ok;;;;;;Modification;;2009
10890;CONTRAT;01/02/2009;Editer dans le tableau de bord de suivi des contrats le nombre de contrats;   facturés, encaissés et impayés;;;Ok;;;;;;Modification;;2009
10885;MAILING;11/01/2009;Mailing des création clients edf;;;;Menu divers - mailing - fahrenheit;;;;;;Modification;;2009
10887;INTERVENTION;09/01/2009;Edition des histo pièces dans les FIP classement par ordre chrono decroissant;;;;Ok;;;;;;Modification;;2009
10886;CLIENT;09/01/2009;Edition des n.p.a.i avec critères et extraction;;;;Menu client - menu divers - menu contrôles clients;Bouton NPAI;;;;;Modification;;2009
10888;FACTURE;09/01/2009;Suivi des abandons de création facture après attribution du n° facture;;;;Facture devis avoir ;Barre outils divers;Voir les abandons de création facture;;;;Modification;;2009
10889;FACTURE;09/01/2009;Apres abandon de création facture avec attribution du numéro facture, le compteur facture ne passe pas;Un numéro;;;Ok;;;;;;Modification;;2009
10883;FACTURE;05/01/2009;Rechercher les factures d'un installateur;;;;Ok;;;;;;Modification;;2009
10884;FICHIERS GENERAUX;05/01/2009;Rechercher un installateur par la raison sociale;;;;Ok;;;;;;Modification;;2009
10882;APPAREIL;26/12/2008;Ajouter en liste appareil la date de renouvellement de contrat;;;;Ok;;;;;;Modification;;2008
10880;CONTRAT;22/12/2008;Liste entretiens programmés . ajouter en fin d'édition les cumuls par mois de renouvellement pour les individuels;Et par code collectifs pour les collectifs;;;Ok;;;;;;Modification;;2008
10881;FACTURE;19/12/2008;Réaffectation des règlements sur autre facture avec possibilité du choix de la ligne si plusieurs;Règlements;;;Ok;;;;;;Modification;;2008
10879;FICHIERS GENERAUX;18/12/2008;Augmenter les libellés de 60 a 100 caractères;;;;Ok;;;;;;Modification;;2008
10878;CLIENT;15/12/2008;Possibilité d'afficher la carte geographique et memoriser les coordonnées gps d'un client;L'accès internet est obligatoire;Identique en fiche Tiers et planning hebdo;;Paramètres généraux - onglet divers 2 - cocher localisation geographique;Parametrage avec info tec conseillé;Un icone dans la fiche client apparait a droite de l'adresse;;O;;Modification;;2008
10877;INTERVENTION;10/12/2008;Bi standard manque 2eme téléphone;;;;Modifier paramètres BI standard;;;;O;;Modification;;2008
10796;FACTURE;09/12/2008;Etat historique des primes technicien;;;;Ok;;;;;;Modification;;2008
10876;FACTURE;03/12/2008;Liste des impayes.    exporter tous les champs de l'édition et ajouter le nom de l'agence dans le nom du;Fichier;;;Ok;;;;;;Modification;;2008
10869;CONTRAT;30/11/2008;Liste entretiens faits. ajouter en fin d'édition les cumuls par mois de renouvellement pour les individuels;Et par code collectif pour les collectifs;;;Ok;;;;;;Modification;;2008
10870;INTERVENTION;30/11/2008;Dans planning hebdo pouvoir afficher les techniciens du secteur du client appelant;;;;Ok;;;;;;Modification;;2008
10873;INTERVENTION;29/11/2008;En planning hebdo bouton (decision) pour afficher les techniciens correspondants aux critères du;Client choisi (marque, modele, genre, secteur, agence, type client).;Les critères sont a paramètrer dans les paramètres généraux de saisie BI;;Ok;;;;;;Modification;;2008
10874;PERSONNEL;29/11/2008;Possibilité de paramètres les types  d'installation NON pratiques par le technicien;;;;Ok;;;;;;Modification;;2008
10868;COMPTABILITE;28/11/2008;Possibilité de recuperer un fichier d'interface oublié dans la reception dans le logiciel de comptabilité;;;;Outils autorisé administrateur;Outils actif qu'à partir de cette mise à jour;;;;;Modification;;2008
10871;STOCK;28/11/2008;Integration du catalogue Eog;;;;Ok;;;;;;Modification;;2008
10872;CONTRAT;28/11/2008;Editer la liste des clients individuels sous contrat avec la dernière date de facture ;Et de règlement contrat;;;Menu contrat - sous menu divers - programme situation facture règlement;;;;;;Modification;;2008
10867;COLLECTIF;26/11/2008;Ajouter le champ secteur dans le fichier extraction de situation intervention (demande audrey);;;;Secteur après la ville;;;;;;Modification;;2008
10864;INDICATEUR;25/11/2008;Pouvoir exporter les ratios contrat après édition;;;;Ok;;;;;;Modification;;2008
10865;STOCK;25/11/2008;Possibilité en visualisation du stock multi agence de voir le stock de l'agence dans laquelle le système est;Positionne;;;Ok;;;;;;Modification;;2008
10866;APPAREIL;25/11/2008;Ajouter les mesures petite et grande vitesse bouche;;;;Ok;;;;;;Modification;;2008
10863;CLIENT;20/11/2008;Possibilité d'éditer des autorisations de prélèvement pour client ou Tiers;;;;Bouton imprimer dans fiche client;Bouton autorisation prélèvement dans fiche Tiers;;;;;Modification;;2008
10862;COMPTABILITE;07/11/2008;Possibilité d'automatiser les dates de blocages de lien comptable et de saisie de facture;;;;Paramètres comptabilité - onglet blocage;;;;O;;Modification;;2008
10795;DIVERS;07/11/2008;Changement sur la gestion des notes client appareils Tiers et collectif. les fichiers ne sont plus en;Format texte mais directement en format oxygene.;Permet la modification et le transfert de données et de restreindre le nombre de fichier texte sur le;Disque dur;Un outils de récupération des notes existantes est prévu par le lancement d'une moulinette; (voir avec info tec);;;;;Modification;;2008
10861;FICHIERS GENERAUX;06/11/2008;Pour affectation secteur pouvoir exclure jusqu'a 3 villes;Classer l'affichage par rue;;;Ok;;;;;;Modification;;2008
10794;STOCK;06/11/2008;Dans l'écran des catalogues constructeur possibilité de voir la date du fichier present sur le disque du;Système afin de comparer si l'integration est a jour;;;Ok;;;;;;Modification;;2008
10777;PERSONNEL;05/11/2008;Possibilité en gestion personnel de ne voir que le personnel actif;;;;Ok;;;;;;Modification;;2008
10860;STOCK;05/11/2008;Integrer dans les ruptures de stock les devis acceptes;;;;Ok;;;;;;Modification;;2008
10859;FACTURE;05/11/2008;Possibilité de supprimer un devis type;;;;Ok;;;;;;Modification;;2008
10858;FACTURE;31/10/2008;Moulinette pour solder les factures avec soldes négatif suite passage euro;;;;Solder_ecart_euro;;;;;;Modification;;2008
10857;STOCK;29/10/2008;Afficher le prix achat et remise des différents Fournisseurs de la pièce dans la fiche article;;;;Ok;;;;;;Modification;;2008
10856;FACTURE;29/10/2008;Ajouter dans la liste des facture le code activité;;;;Ok;;;;;;Modification;;2008
10855;INDICATEUR;28/10/2008;Production ratio contrat éditer les origines;;;;Ok;;;;;;Modification;;2008
10847;INDICATEUR;27/10/2008;Nouveau tableau de bord par domaine d'activité et famille exportable;;;;Facture dvis avoir - barre outils - production - tableau de bord;;;;;;Modification;;2008
10848;STOCK;27/10/2008;Rendre inactif. ajouter critère de date de création;;;;Ok;;;;;;Modification;;2008
10852;PERSONNEL;27/10/2008;Visu de la fiche personnel moins restrictive selon les droits;;;;Ok;;;;;;Modification;;2008
10829;CLIENT;27/10/2008;Afficher le résultat de la balance du client en cliquant le bouton b;Tient compte des dates dans les paramètres de comptabilité - onglet divers 3;;;Ok;;;;;;Modification;;2008
10838;INTERVENTION;26/10/2008;Bi ttec. agrandir n° client. éditer tous les tel. éditer complement. éditer operatrice;                 éditer le n° siret agence.  ajouter les options contrat;;;Paramètres édition. cocher siret agence;;;;O;;Modification;;2008
10844;INDICATEUR;26/10/2008;Tableau de bord avec sélection agence;;;;Ok;;;;;;Modification;;2008
10849;PERSONNEL;26/10/2008;Ajouter les heures a fournir par technicien par semaine par jour;Le système prendra les heures d'une journée siNON d'une semaine siNON les paramètres généraux horaires;;;Gérer personnel - onglet horaire;;;;;;Modification;;2008
10850;PERSONNEL;26/10/2008;Possibilité de 2 absences le même jour pour période différente;;;;Ok;;;;;;Modification;;2008
10851;PERSONNEL;26/10/2008;Etat cumule du temps passe par technicien. ajouter une colonne delta 4-3;Si date sur un mois éditer tous les jours du mois avec les absences;;;Facture devis avoir - barre outils - récapitulatif - temps passe;;;;;;Modification;;2008
10840;FACTURE;25/10/2008;Possibilité de dupliquer le devis d'un client;;;;Facture devis avoir - chercher un devis - jumelles - bouton dupliquer;;;;;;Modification;;2008
10841;FACTURE;25/10/2008;Correction de la conversion de devis avec 2 taux de TVA;;;;Ok;;;;;;Modification;;2008
10842;COMPTABILITE;25/10/2008;Correction de l'état de TVA pour facture avec 2 taux de TVA;;;;Ok;;;;;;Modification;;2008
10843;FACTURE;25/10/2008;Relance devis avec sélection agence;;;;Ok;;;;;;Modification;;2008
10854;FACTURE;25/10/2008;Correction du CA pour une agence;;;;Facture devis avoir - barre outils - CA annuel;;;;;;Modification;;2008
10836;INDICATEUR;24/10/2008;Augmenter le nombre de chiffres pour les montants des budgets;;;;Ok;;;;;;Modification;;2008
10837;INDICATEUR;24/10/2008;Outils afin de dupliquer les budgets;;;;Ok;;;;;;Modification;;2008
10839;FACTURE;24/10/2008;Editer le titre de devis en format standard;Afficher le titre de devis en visu fiche client;;;Ok;;;;;;Modification;;2008
10845;FACTURE;23/10/2008;Outils pour passer des devis en statut caduc selon critères;;;;Facture devis avoir - barre outils divers;;;;;;Modification;;2008
10846;STOCK;23/10/2008;Outils pour changer les familles;;;;Fichiers généraux - onglet divers - onglet fournitures;;;;;;Modification;;2008
10853;PERSONNEL;23/10/2008;Ajouter dans les frais le peage et lavage;Ajouter dans la fiche le n° de secu;;;Ok;;;;;;Modification;;2008
10788;PRELEVEMENT;20/10/2008;Tester en anomalie les prélèvements négatifs;;;;Ok;;;;;;Modification;;2008
10835;FACTURE;20/10/2008;Ajouter le CA pour un mois avec détail par jour;;;;Facture devis avoirs - barre outils - CA annuel;;;;;;Modification;;2008
10832;PERSONNEL;17/10/2008;Relier une fiche technicien a une voiture type;;;;Ok;;;;;;Modification;;2008
10833;STOCK;17/10/2008;Editer la liste des références manquantes d'une voiture d'un technicien par rapport a une voiture type;;;;Stock  -articles - barre outils - voiture type - éditer manquants;;;;;;Modification;;2008
10834;INTERVENTION;17/10/2008;Editer la liste détaillée des devis pour un technicien lors de l'édition de ses  interventions;;;;Ok;;;;;;Modification;;2008
10817;FACTURE;17/10/2008;Possibilité de tester la saisie des codes retour afin d'éviter des incoherence;Ex saisir dans la même intervention un entretien hors contrat et un entretien sous contrat;;;Fichiers genéeraux - onglet code i/r - onglet incoherence;;;;;;Modification;;2008
10818;FACTURE;17/10/2008;Interdire la saisie de plus d'un code retour avec certains codes retour;Ex saisir le code absent avec dépannage;;;Fichiers généraux - onglet code i/r - onglet retour - cocher utiliser seul;;;;;;Modification;;2008
10830;CLIENT;16/10/2008;Outils pour transformer les logements vacants selon le paramètre choisi dans;(paramètres généraux - onglet divers - onglet page 2);;;Application les clients  - divers -contrôle client - bouton logement vacant;;;;;;Modification;;2008
10831;CLIENT;16/10/2008;Pouvoir dans le nom d'une fiche client prendre directement la notion de logement vacant selon le;Paramètre choisi (paramètres généraux - onglet divers - onglet page 2);;;A cote du nom client bouton v (lettre v)  accessible en modification et création;;;;;;Modification;;2008
10820;STOCK;08/10/2008;Ajouter date de modification de la fiche article;;;;Ok;;;;;;Modification;;2008
10824;STOCK;08/10/2008;Lors de l'integration des catalogues, il apparait desormais le nom de l'utilisateur ayant effectue l'operation;;;;Ok;;;;;;Modification;;2008
10822;INDICATEUR;08/10/2008;Tester sur les historiques contrat individuel, le fait que le client soit bien un individuel;;;;Ok;;;;;;Modification;;2008
10823;CLIENT;08/10/2008;Ajout de questions dans enquete de satisfaction;;;;Ok;;;;;;Modification;;2008
10825;CLIENT;08/10/2008;Ajout de questions libres pour enquete de satisfaction;;;;Paramètres généraux - onglet observation - onglet divers;;;;O;;Modification;;2008
10826;PARAMETRES;08/10/2008;Paramètres autorisation pour supprimer un stock voiture;;;;Paramètres autorisation - gestion - onglet stock;;;;O;;Modification;;2008
10827;INTERVENTION;08/10/2008;Correction anomalie depassement capacite en édition des statistiques delai intervention;;;;Ok;;;;;;Modification;;2008
10828;CLIENT;08/10/2008;Correction anomalie depassement capacite en reaffection client;;;;Ok;;;;;;Modification;;2008
10821;TIERS;06/10/2008;Ajouter bouton reclamation et message dans la fiche Tiers;;;;Ok;;;;;;Modification;;2008
10819;PARAMETRES;02/10/2008;Possibilité de choisir le répertoire d'extraction des données;;;;Ok;;;;;;Modification;;2008
10789;CLIENT;01/10/2008;Memoriser en cas de suppression client l'utilisateur, la date et le motif;;;;Memoriser dans un fichier supclien;;;;;;Modification;;2008
